,Buy,Currency Code,Currency Name,Sell,Transfer,date,branchID
0,"16,392.00",AUD,AUST.DOLLAR,"16,712.00","16,491.00",2019-01-17,15
1,"17,206.00",CAD,CANADIAN DOLLAR,"17,593.00","17,363.00",2019-01-17,15
2,"23,080.00",CHF,SWISS FRANCE,"23,585.00","23,243.00",2019-01-17,15
3,,DKK,DANISH KRONE,"3,611.00","3,471.00",2019-01-17,15
4,"26,204.00",EUR,EURO,"26,980.00","26,283.00",2019-01-17,15
5,"29,504.00",GBP,BRITISH POUND,"30,018.00","29,713.00",2019-01-17,15
6,"2,900.00",HKD,HONGKONG DOLLAR,"2,995.00","2,920.00",2019-01-17,15
7,,INR,INDIAN RUPEE,352.00,309.00,2019-01-17,15
8,204.00,JPY,JAPANESE YEN,226.00,205.00,2019-01-17,15
9,,KRW,SOUTH KOREAN WON,25.00,16.00,2019-01-17,15
10,,KWD,KUWAITI DINAR,"79,342.00","76,316.00",2019-01-17,15
11,,MYR,MALAYSIAN RINGGIT,"5,694.00","5,590.00",2019-01-17,15
12,,NOK,NORWEGIAN KRONER,"2,771.00","2,657.00",2019-01-17,15
13,,SEK,SWEDISH KRONA,"2,625.00","2,530.00",2019-01-17,15
14,"16,876.00",SGD,SINGAPORE DOLLAR,"17,221.00","16,995.00",2019-01-17,15
15,712.00,THB,THAI BAHT,754.00,712.00,2019-01-17,15
16,"23,145.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-17,15
0,"16,419.83",AUD,AUST.DOLLAR,"16,729.78","16,524.09",2019-01-17,61
1,"17,230.47",CAD,CANADIAN DOLLAR,"17,607.35","17,392.18",2019-01-17,61
2,"23,108.23",CHF,SWISS FRANCE,"23,602.88","23,276.30",2019-01-17,61
3,,DEM,DEUTSCHE MARK,"7,631.17","7,525.08",2019-01-17,61
4,,DKK,DANISH KRONE,"3,598.63","3,489.25",2019-01-17,61
5,"26,215.34",EUR,EURO,"26,981.75","26,299.30",2019-01-17,61
6,,FRF,FRENCH FRANC,"2,275.34","2,243.71",2019-01-17,61
7,"29,522.88",GBP,BRITISH POUND,"30,026.05","29,736.17",2019-01-17,61
8,"2,911.79",HKD,HONGKONG DOLLAR,"2,984.30","2,932.34",2019-01-17,61
9,,INR,INDIAN RUPEE,338.90,326.11,2019-01-17,61
10,204.79,JPY,JAPANESE YEN,220.20,211.41,2019-01-17,61
11,19.12,KRW,SOUTH KOREAN WON,21.28,20.14,2019-01-17,61
12,,KWD,KUWAITI DINAR,"55,957.50","54,832.30",2019-01-17,61
13,,MYR,MALAYSIAN RINGGIT,"5,688.21","5,615.52",2019-01-17,61
14,,NOK,NORWEGIAN KRONER,"2,761.45","2,677.52",2019-01-17,61
15,,SEK,SWEDISH KRONA,"2,614.13","2,549.94",2019-01-17,61
16,"16,895.03",SGD,SINGAPORE DOLLAR,"17,230.40","17,019.31",2019-01-17,61
17,718.33,THB,THAI BAHT,748.30,718.33,2019-01-17,61
18,"23,125.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-17,61
0,"16,429.83",AUD,AUST.DOLLAR,"16,737.00","16,531.00",2019-01-17,84
1,"17,240.47",CAD,CANADIAN DOLLAR,"17,605.00","17,354.00",2019-01-17,84
2,"23,095.00",CHF,SWISS FRANCE,"23,597.88","23,231.00",2019-01-17,84
3,,DKK,DANISH KRONE,"3,599.00","3,473.00",2019-01-17,84
4,"26,162.00",EUR,EURO,"26,976.75","26,293.00",2019-01-17,84
5,,FRF,FRENCH FRANC,,"101,201.05",2019-01-17,84
