,Buy,Currency Code,Currency Name,Sell,Transfer,date,branchID
0,"16,240.00",AUD,AUST.DOLLAR,"16,557.00","16,338.00",2019-03-18,15
1,"17,133.00",CAD,CANADIAN DOLLAR,"17,518.00","17,288.00",2019-03-18,15
2,"22,825.00",CHF,SWISS FRANCE,"23,324.00","22,986.00",2019-03-18,15
3,,DKK,DANISH KRONE,"3,592.00","3,453.00",2019-03-18,15
4,"26,067.00",EUR,EURO,"26,839.00","26,145.00",2019-03-18,15
5,"30,463.00",GBP,BRITISH POUND,"30,991.00","30,678.00",2019-03-18,15
6,"2,898.00",HKD,HONGKONG DOLLAR,"2,993.00","2,919.00",2019-03-18,15
7,,INR,INDIAN RUPEE,364.00,320.00,2019-03-18,15
8,196.00,JPY,JAPANESE YEN,215.00,197.00,2019-03-18,15
9,,KRW,SOUTH KOREAN WON,25.00,16.00,2019-03-18,15
10,,KWD,KUWAITI DINAR,"79,150.00","76,132.00",2019-03-18,15
11,,MYR,MALAYSIAN RINGGIT,"5,727.00","5,623.00",2019-03-18,15
12,,NOK,NORWEGIAN KRONER,"2,779.00","2,664.00",2019-03-18,15
13,,SEK,SWEDISH KRONA,"2,560.00","2,467.00",2019-03-18,15
14,"16,921.00",SGD,SINGAPORE DOLLAR,"17,267.00","17,040.00",2019-03-18,15
15,712.00,THB,THAI BAHT,754.00,712.00,2019-03-18,15
16,"23,150.00",USD,US DOLLAR,"23,260.00","23,160.00",2019-03-18,15
0,"16,222.59",AUD,AUST.DOLLAR,"16,529.17","16,325.66",2019-03-18,61
1,"17,110.22",CAD,CANADIAN DOLLAR,"17,484.68","17,270.84",2019-03-18,61
2,"22,817.36",CHF,SWISS FRANCE,"23,306.17","22,983.38",2019-03-18,61
3,,DEM,DEUTSCHE MARK,"7,631.17","7,525.08",2019-03-18,61
4,,DKK,DANISH KRONE,"3,574.88","3,466.23",2019-03-18,61
5,"26,044.94",EUR,EURO,"26,806.56","26,128.39",2019-03-18,61
6,,FRF,FRENCH FRANC,"2,275.34","2,243.71",2019-03-18,61
7,"30,449.47",GBP,BRITISH POUND,"30,967.48","30,669.30",2019-03-18,61
8,"2,909.25",HKD,HONGKONG DOLLAR,"2,981.72","2,929.79",2019-03-18,61
9,,INR,INDIAN RUPEE,348.81,335.64,2019-03-18,61
10,196.06,JPY,JAPANESE YEN,208.98,202.59,2019-03-18,61
