,Buy,Currency Code,Currency Name,Sell,Transfer,date,branchID
0,"16,300.00",AUD,AUST.DOLLAR,"16,619.00","16,399.00",2019-02-19,15
1,"17,232.00",CAD,CANADIAN DOLLAR,"17,620.00","17,389.00",2019-02-19,15
2,"22,765.00",CHF,SWISS FRANCE,"23,263.00","22,926.00",2019-02-19,15
3,,DKK,DANISH KRONE,"3,585.00","3,446.00",2019-02-19,15
4,"26,008.00",EUR,EURO,"26,779.00","26,086.00",2019-02-19,15
5,"29,596.00",GBP,BRITISH POUND,"30,111.00","29,805.00",2019-02-19,15
6,"2,898.00",HKD,HONGKONG DOLLAR,"2,993.00","2,919.00",2019-02-19,15
7,,INR,INDIAN RUPEE,352.00,309.00,2019-02-19,15
8,197.00,JPY,JAPANESE YEN,217.00,198.00,2019-02-19,15
9,,KRW,SOUTH KOREAN WON,25.00,16.00,2019-02-19,15
10,,KWD,KUWAITI DINAR,"79,263.00","76,241.00",2019-02-19,15
11,,MYR,MALAYSIAN RINGGIT,"5,731.00","5,628.00",2019-02-19,15
12,,NOK,NORWEGIAN KRONER,"2,752.00","2,639.00",2019-02-19,15
13,,SEK,SWEDISH KRONA,"2,553.00","2,460.00",2019-02-19,15
14,"16,862.00",SGD,SINGAPORE DOLLAR,"17,207.00","16,981.00",2019-02-19,15
15,721.00,THB,THAI BAHT,764.00,721.00,2019-02-19,15
16,"23,140.00",USD,US DOLLAR,"23,250.00","23,150.00",2019-02-19,15
0,"16,295.97",AUD,AUST.DOLLAR,"16,603.82","16,399.49",2019-02-19,61
1,"17,227.87",CAD,CANADIAN DOLLAR,"17,604.69","17,389.56",2019-02-19,61
2,"22,760.52",CHF,SWISS FRANCE,"23,248.18","22,926.14",2019-02-19,61
3,,DEM,DEUTSCHE MARK,"7,631.17","7,525.08",2019-02-19,61
4,,DKK,DANISH KRONE,"3,570.49","3,461.97",2019-02-19,61
5,"26,003.49",EUR,EURO,"26,763.95","26,086.81",2019-02-19,61
6,,FRF,FRENCH FRANC,"2,275.34","2,243.71",2019-02-19,61
7,"29,591.69",GBP,BRITISH POUND,"30,095.96","29,805.47",2019-02-19,61
8,"2,909.89",HKD,HONGKONG DOLLAR,"2,982.37","2,930.43",2019-02-19,61
9,,INR,INDIAN RUPEE,337.00,324.28,2019-02-19,61
10,197.46,JPY,JAPANESE YEN,210.85,204.01,2019-02-19,61
11,19.01,KRW,SOUTH KOREAN WON,21.26,20.02,2019-02-19,61
12,,KWD,KUWAITI DINAR,"55,957.50","54,832.30",2019-02-19,61
13,,MYR,MALAYSIAN RINGGIT,"5,716.06","5,643.01",2019-02-19,61
14,,NOK,NORWEGIAN KRONER,"2,737.33","2,654.13",2019-02-19,61
15,,SEK,SWEDISH KRONA,"2,537.85","2,475.53",2019-02-19,61
16,"16,857.63",SGD,SINGAPORE DOLLAR,"17,192.32","16,981.64",2019-02-19,61
17,727.76,THB,THAI BAHT,758.12,727.76,2019-02-19,61
18,"23,120.00",USD,US DOLLAR,"23,250.00","23,150.00",2019-02-19,61
0,"16,305.97",AUD,AUST.DOLLAR,"16,650.00","16,419.49",2019-02-19,84
1,"17,237.87",CAD,CANADIAN DOLLAR,"17,642.00","17,391.00",2019-02-19,84
2,"22,765.52",CHF,SWISS FRANCE,"23,286.00","22,919.00",2019-02-19,84
3,,DKK,DANISH KRONE,"3,575.00","3,442.00",2019-02-19,84
4,"25,950.00",EUR,EURO,"26,758.95","26,080.00",2019-02-19,84
5,,FRF,FRENCH FRANC,,"101,201.05",2019-02-19,84
6,"29,596.69",GBP,BRITISH POUND,"30,146.00","29,805.00",2019-02-19,84
7,"2,913.89",HKD,HONGKONG DOLLAR,"2,982.00","2,932.00",2019-02-19,84
8,202.46,JPY,JAPANESE YEN,211.22,204.51,2019-02-19,84
9,18.40,KRW,SOUTH KOREAN WON,21.49,19.57,2019-02-19,84
10,,NLG,DUTCH GUILDE,,"33,998.84",2019-02-19,84
11,,NOK,NORWEGIAN KRONER,"2,739.00","2,643.00",2019-02-19,84
12,,SEK,SWEDISH KRONA,"2,546.00","2,459.00",2019-02-19,84
13,"16,882.63",SGD,SINGAPORE DOLLAR,"17,226.00","16,997.00",2019-02-19,84
14,662.00,THB,THAI BAHT,759.00,727.00,2019-02-19,84
15,"23,150.00",USD,US DOLLAR,"23,250.00","23,150.00",2019-02-19,84
0,"16,320.97",AUD,AUST.DOLLAR,"16,598.82","16,419.49",2019-02-19,73
1,"17,252.87",CAD,CANADIAN DOLLAR,"17,599.69","17,409.56",2019-02-19,73
2,"22,785.52",CHF,SWISS FRANCE,"23,243.18","22,946.14",2019-02-19,73
3,,DKK,DANISH KRONE,"3,570.49","3,461.97",2019-02-19,73
4,"26,028.49",EUR,EURO,"26,758.95","26,106.81",2019-02-19,73
5,"29,616.69",GBP,BRITISH POUND,"30,090.96","29,825.47",2019-02-19,73
6,"2,913.89",HKD,HONGKONG DOLLAR,"2,978.37","2,934.43",2019-02-19,73
7,,INR,INDIAN RUPEE,337.00,324.28,2019-02-19,73
8,202.46,JPY,JAPANESE YEN,210.85,204.51,2019-02-19,73
