,Buy,Currency Code,Currency Name,Sell,Transfer,date,branchID
0,"16,186.00",AUD,AUST.DOLLAR,"16,502.00","16,284.00",2019-03-20,15
1,"17,138.00",CAD,CANADIAN DOLLAR,"17,523.00","17,293.00",2019-03-20,15
2,"22,896.00",CHF,SWISS FRANCE,"23,397.00","23,057.00",2019-03-20,15
3,,DKK,DANISH KRONE,"3,600.00","3,460.00",2019-03-20,15
4,"26,118.00",EUR,EURO,"26,892.00","26,197.00",2019-03-20,15
5,"30,389.00",GBP,BRITISH POUND,"30,917.00","30,603.00",2019-03-20,15
6,"2,899.00",HKD,HONGKONG DOLLAR,"2,994.00","2,919.00",2019-03-20,15
7,,INR,INDIAN RUPEE,364.00,320.00,2019-03-20,15
8,199.00,JPY,JAPANESE YEN,220.00,200.00,2019-03-20,15
9,,KRW,SOUTH KOREAN WON,25.00,15.00,2019-03-20,15
10,,KWD,KUWAITI DINAR,"79,376.00","76,349.00",2019-03-20,15
11,,MYR,MALAYSIAN RINGGIT,"5,748.00","5,644.00",2019-03-20,15
12,,NOK,NORWEGIAN KRONER,"2,776.00","2,661.00",2019-03-20,15
13,,SEK,SWEDISH KRONA,"2,566.00","2,473.00",2019-03-20,15
14,"16,928.00",SGD,SINGAPORE DOLLAR,"17,274.00","17,048.00",2019-03-20,15
15,711.00,THB,THAI BAHT,754.00,711.00,2019-03-20,15
16,"23,150.00",USD,US DOLLAR,"23,260.00","23,160.00",2019-03-20,15
0,"16,181.40",AUD,AUST.DOLLAR,"16,487.29","16,284.23",2019-03-20,61
1,"17,133.05",CAD,CANADIAN DOLLAR,"17,507.95","17,293.87",2019-03-20,61
2,"22,891.24",CHF,SWISS FRANCE,"23,381.52","23,057.78",2019-03-20,61
3,,DEM,DEUTSCHE MARK,"7,631.17","7,525.08",2019-03-20,61
4,,DKK,DANISH KRONE,"3,584.79","3,475.84",2019-03-20,61
5,"26,113.78",EUR,EURO,"26,877.32","26,197.43",2019-03-20,61
6,,FRF,FRENCH FRANC,"2,275.34","2,243.71",2019-03-20,61
7,"30,384.60",GBP,BRITISH POUND,"30,901.56","30,603.97",2019-03-20,61
8,"2,910.44",HKD,HONGKONG DOLLAR,"2,982.93","2,930.98",2019-03-20,61
9,,INR,INDIAN RUPEE,348.67,335.51,2019-03-20,61
10,199.97,JPY,JAPANESE YEN,214.48,206.54,2019-03-20,61
11,18.67,KRW,SOUTH KOREAN WON,21.21,19.67,2019-03-20,61
12,,KWD,KUWAITI DINAR,"55,957.50","54,832.30",2019-03-20,61
13,,MYR,MALAYSIAN RINGGIT,"5,732.55","5,659.30",2019-03-20,61
14,,NOK,NORWEGIAN KRONER,"2,760.57","2,676.67",2019-03-20,61
15,,SEK,SWEDISH KRONA,"2,551.24","2,488.59",2019-03-20,61
16,"16,923.60",SGD,SINGAPORE DOLLAR,"17,259.48","17,048.08",2019-03-20,61
17,717.96,THB,THAI BAHT,747.91,717.96,2019-03-20,61
18,"23,130.00",USD,US DOLLAR,"23,260.00","23,160.00",2019-03-20,61
0,"16,191.40",AUD,AUST.DOLLAR,"16,540.00","16,304.23",2019-03-20,84
