,Buy,Currency Code,Currency Name,Sell,Transfer,date,branchID
0,"16,388.00",AUD,AUST.DOLLAR,"16,707.00","16,487.00",2019-01-22,15
1,"17,175.00",CAD,CANADIAN DOLLAR,"17,561.00","17,331.00",2019-01-22,15
2,"22,936.00",CHF,SWISS FRANCE,"23,438.00","23,098.00",2019-01-22,15
3,,DKK,DANISH KRONE,"3,603.00","3,463.00",2019-01-22,15
4,"26,155.00",EUR,EURO,"26,930.00","26,234.00",2019-01-22,15
5,"29,541.00",GBP,BRITISH POUND,"30,055.00","29,750.00",2019-01-22,15
6,"2,899.00",HKD,HONGKONG DOLLAR,"2,994.00","2,920.00",2019-01-22,15
7,,INR,INDIAN RUPEE,353.00,310.00,2019-01-22,15
8,199.00,JPY,JAPANESE YEN,219.00,200.00,2019-01-22,15
9,,KRW,SOUTH KOREAN WON,25.00,16.00,2019-01-22,15
10,,KWD,KUWAITI DINAR,"79,394.00","76,366.00",2019-01-22,15
11,,MYR,MALAYSIAN RINGGIT,"5,683.00","5,580.00",2019-01-22,15
12,,NOK,NORWEGIAN KRONER,"2,767.00","2,653.00",2019-01-22,15
13,,SEK,SWEDISH KRONA,"2,621.00","2,527.00",2019-01-22,15
14,"16,843.00",SGD,SINGAPORE DOLLAR,"17,188.00","16,962.00",2019-01-22,15
15,709.00,THB,THAI BAHT,751.00,709.00,2019-01-22,15
16,"23,145.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-22,15
0,"16,383.14",AUD,AUST.DOLLAR,"16,692.46","16,487.18",2019-01-22,61
1,"17,170.78",CAD,CANADIAN DOLLAR,"17,546.46","17,331.95",2019-01-22,61
2,"22,931.90",CHF,SWISS FRANCE,"23,423.01","23,098.73",2019-01-22,61
3,,DEM,DEUTSCHE MARK,"7,631.17","7,525.08",2019-01-22,61
4,,DKK,DANISH KRONE,"3,587.61","3,478.58",2019-01-22,61
5,"26,150.87",EUR,EURO,"26,915.46","26,234.63",2019-01-22,61
6,,FRF,FRENCH FRANC,"2,275.34","2,243.71",2019-01-22,61
7,"29,536.64",GBP,BRITISH POUND,"30,040.03","29,750.03",2019-01-22,61
8,"2,910.66",HKD,HONGKONG DOLLAR,"2,983.16","2,931.21",2019-01-22,61
9,,INR,INDIAN RUPEE,337.87,325.11,2019-01-22,61
10,199.65,JPY,JAPANESE YEN,212.72,206.22,2019-01-22,61
11,18.96,KRW,SOUTH KOREAN WON,21.10,19.97,2019-01-22,61
12,,KWD,KUWAITI DINAR,"55,957.50","54,832.30",2019-01-22,61
13,,MYR,MALAYSIAN RINGGIT,"5,667.50","5,595.07",2019-01-22,61
14,,NOK,NORWEGIAN KRONER,"2,751.90","2,668.27",2019-01-22,61
15,,SEK,SWEDISH KRONA,"2,606.04","2,542.05",2019-01-22,61
16,"16,838.99",SGD,SINGAPORE DOLLAR,"17,173.35","16,962.87",2019-01-22,61
17,715.62,THB,THAI BAHT,745.47,715.62,2019-01-22,61
18,"23,125.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-22,61
0,"16,393.14",AUD,AUST.DOLLAR,"16,709.00","16,503.00",2019-01-22,84
1,"17,180.78",CAD,CANADIAN DOLLAR,"17,551.00","17,301.00",2019-01-22,84
2,"22,930.00",CHF,SWISS FRANCE,"23,418.01","23,065.00",2019-01-22,84
3,,DKK,DANISH KRONE,"3,590.00","3,463.00",2019-01-22,84
4,"26,102.00",EUR,EURO,"26,910.46","26,233.00",2019-01-22,84
5,,FRF,FRENCH FRANC,,"101,201.05",2019-01-22,84
6,"29,541.64",GBP,BRITISH POUND,"30,068.00","29,727.00",2019-01-22,84
7,"2,914.66",HKD,HONGKONG DOLLAR,"2,982.00","2,934.00",2019-01-22,84
8,204.65,JPY,JAPANESE YEN,213.47,206.72,2019-01-22,84
9,18.36,KRW,SOUTH KOREAN WON,21.44,19.53,2019-01-22,84
10,,NLG,DUTCH GUILDE,,"33,998.84",2019-01-22,84
11,,NOK,NORWEGIAN KRONER,"2,753.00","2,656.00",2019-01-22,84
12,,SEK,SWEDISH KRONA,"2,612.00","2,523.00",2019-01-22,84
13,"16,863.99",SGD,SINGAPORE DOLLAR,"17,193.00","16,973.00",2019-01-22,84
14,650.00,THB,THAI BAHT,746.00,714.00,2019-01-22,84
15,"23,155.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-22,84
0,"16,408.14",AUD,AUST.DOLLAR,"16,687.46","16,507.18",2019-01-22,73
1,"17,195.78",CAD,CANADIAN DOLLAR,"17,541.46","17,351.95",2019-01-22,73
2,"22,956.90",CHF,SWISS FRANCE,"23,418.01","23,118.73",2019-01-22,73
3,,DKK,DANISH KRONE,"3,587.61","3,478.58",2019-01-22,73
4,"26,175.87",EUR,EURO,"26,910.46","26,254.63",2019-01-22,73
5,"29,561.64",GBP,BRITISH POUND,"30,035.03","29,770.03",2019-01-22,73
6,"2,914.66",HKD,HONGKONG DOLLAR,"2,979.16","2,935.21",2019-01-22,73
7,,INR,INDIAN RUPEE,337.87,325.11,2019-01-22,73
8,204.65,JPY,JAPANESE YEN,212.72,206.72,2019-01-22,73
9,19.21,KRW,SOUTH KOREAN WON,20.85,20.22,2019-01-22,73
10,,KWD,KUWAITI DINAR,"79,378.92","76,381.89",2019-01-22,73
11,,MYR,MALAYSIAN RINGGIT,"5,667.50","5,595.07",2019-01-22,73
12,,NOK,NORWEGIAN KRONER,"2,751.90","2,668.27",2019-01-22,73
13,,SEK,SWEDISH KRONA,"2,606.04","2,542.05",2019-01-22,73
14,"16,863.99",SGD,SINGAPORE DOLLAR,"17,168.35","16,982.87",2019-01-22,73
15,715.62,THB,THAI BAHT,745.47,715.62,2019-01-22,73
16,"23,155.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-22,73
0,"16,398.14",AUD,AUST.DOLLAR,"16,692.46","16,502.18",2019-01-22,105
1,"17,185.78",CAD,CANADIAN DOLLAR,"17,546.46","17,346.95",2019-01-22,105
2,"22,946.90",CHF,SWISS FRANCE,"23,423.01","23,113.73",2019-01-22,105
3,,DKK,DANISH KRONE,"3,587.61","3,478.58",2019-01-22,105
4,"26,165.87",EUR,EURO,"26,915.46","26,249.63",2019-01-22,105
5,"29,551.64",GBP,BRITISH POUND,"30,040.03","29,765.03",2019-01-22,105
6,"2,904.66",HKD,HONGKONG DOLLAR,"2,984.16","2,930.21",2019-01-22,105
7,,INR,INDIAN RUPEE,337.87,325.11,2019-01-22,105
8,202.65,JPY,JAPANESE YEN,214.72,204.72,2019-01-22,105
9,19.21,KRW,SOUTH KOREAN WON,20.85,20.22,2019-01-22,105
10,,KWD,KUWAITI DINAR,"78,809.74","75,832.98",2019-01-22,105
11,,MYR,MALAYSIAN RINGGIT,"5,892.68","5,817.28",2019-01-22,105
12,,NOK,NORWEGIAN KRONER,"2,751.90","2,668.27",2019-01-22,105
13,,SEK,SWEDISH KRONA,"2,606.04","2,542.05",2019-01-22,105
14,"16,853.99",SGD,SINGAPORE DOLLAR,"17,173.35","16,977.87",2019-01-22,105
15,695.62,THB,THAI BAHT,750.47,710.62,2019-01-22,105
16,"23,155.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-22,105
0,,ATS,SCHILING AUSTRIA,969.13,955.69,2019-01-22,64
1,"16,408.14",AUD,AUST.DOLLAR,"16,687.46","16,507.18",2019-01-22,64
2,"17,195.78",CAD,CANADIAN DOLLAR,"17,541.46","17,351.95",2019-01-22,64
3,"22,956.90",CHF,SWISS FRANCE,"23,418.01","23,118.73",2019-01-22,64
4,,DKK,DANISH KRONE,"3,587.61","3,478.58",2019-01-22,64
5,"26,175.87",EUR,EURO,"26,910.46","26,254.63",2019-01-22,64
6,"1,990.77",FRF,FRENCH FRANC,"2,033.00","2,004.80",2019-01-22,64
7,"29,561.64",GBP,BRITISH POUND,"30,035.03","29,770.03",2019-01-22,64
8,"2,914.66",HKD,HONGKONG DOLLAR,"2,979.16","2,935.21",2019-01-22,64
9,,INR,INDIAN RUPEE,337.87,325.11,2019-01-22,64
10,204.65,JPY,JAPANESE YEN,212.72,206.72,2019-01-22,64
11,19.21,KRW,SOUTH KOREAN WON,20.85,20.22,2019-01-22,64
12,,KWD,KUWAITI DINAR,"79,378.92","76,381.89",2019-01-22,64
13,,MYR,MALAYSIAN RINGGIT,"5,667.50","5,595.07",2019-01-22,64
14,,NOK,NORWEGIAN KRONER,"2,751.90","2,668.27",2019-01-22,64
15,,SEK,SWEDISH KRONA,"2,606.04","2,542.05",2019-01-22,64
16,"16,863.99",SGD,SINGAPORE DOLLAR,"17,168.35","16,982.87",2019-01-22,64
17,715.62,THB,THAI BAHT,745.47,715.62,2019-01-22,64
18,"23,155.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-22,64
0,"16,308.14",AUD,AUST.DOLLAR,"16,707.46","16,407.18",2019-01-22,89
1,"17,095.78",CAD,CANADIAN DOLLAR,"17,561.46","17,251.95",2019-01-22,89
2,"22,856.90",CHF,SWISS FRANCE,"23,438.01","23,018.73",2019-01-22,89
3,,DKK,DANISH KRONE,"3,587.61","3,428.58",2019-01-22,89
4,"26,075.87",EUR,EURO,"26,930.46","26,154.63",2019-01-22,89
5,"29,461.64",GBP,BRITISH POUND,"30,055.03","29,670.03",2019-01-22,89
6,"2,894.66",HKD,HONGKONG DOLLAR,"2,984.16","2,915.21",2019-01-22,89
7,,INR,INDIAN RUPEE,337.87,325.11,2019-01-22,89
8,199.65,JPY,JAPANESE YEN,217.72,201.72,2019-01-22,89
9,19.21,KRW,SOUTH KOREAN WON,20.85,20.22,2019-01-22,89
10,,KWD,KUWAITI DINAR,"79,378.92","76,381.89",2019-01-22,89
11,,MYR,MALAYSIAN RINGGIT,"5,667.50","5,595.07",2019-01-22,89
12,,NOK,NORWEGIAN KRONER,"2,751.90","2,618.27",2019-01-22,89
13,,SEK,SWEDISH KRONA,"2,606.04","2,492.05",2019-01-22,89
14,"16,763.99",SGD,SINGAPORE DOLLAR,"17,188.35","16,882.87",2019-01-22,89
15,675.62,THB,THAI BAHT,755.47,675.62,2019-01-22,89
16,"23,145.00",USD,US DOLLAR,"23,245.00","23,145.00",2019-01-22,89
0,"16,408.14",AUD,AUST.DOLLAR,"16,687.46","16,507.18",2019-01-22,35
1,"17,195.78",CAD,CANADIAN DOLLAR,"17,541.46","17,351.95",2019-01-22,35
2,"22,956.90",CHF,SWISS FRANCE,"23,418.01","23,118.73",2019-01-22,35
3,,DKK,DANISH KRONE,"3,587.61","3,478.58",2019-01-22,35
4,"26,175.87",EUR,EURO,"26,910.46","26,254.63",2019-01-22,35
5,"29,561.64",GBP,BRITISH POUND,"30,035.03","29,770.03",2019-01-22,35
6,"2,914.66",HKD,HONGKONG DOLLAR,"2,979.16","2,935.21",2019-01-22,35
7,,INR,INDIAN RUPEE,337.87,325.11,2019-01-22,35
8,204.65,JPY,JAPANESE YEN,212.72,206.72,2019-01-22,35
9,19.21,KRW,SOUTH KOREAN WON,20.85,20.22,2019-01-22,35
10,,KWD,KUWAITI DINAR,"79,378.92","76,381.89",2019-01-22,35
11,,MYR,MALAYSIAN RINGGIT,"5,667.50","5,595.07",2019-01-22,35
12,,NOK,NORWEGIAN KRONER,"2,751.90","2,668.27",2019-01-22,35
13,,SAR,SAUDI RIAL,"5,802.97","5,459.76",2019-01-22,35
14,,SEK,SWEDISH KRONA,"2,606.04","2,542.05",2019-01-22,35
15,"16,863.99",SGD,SINGAPORE DOLLAR,"17,168.35","16,982.87",2019-01-22,35
16,715.62,THB,THAI BAHT,745.47,715.62,2019-01-22,35
17,"23,155.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-22,35
0,"16,408.14",AUD,AUST.DOLLAR,"16,709.00","16,503.00",2019-01-22,50
1,"17,195.78",CAD,CANADIAN DOLLAR,"17,551.00","17,301.00",2019-01-22,50
2,"22,950.00",CHF,SWISS FRANCE,"23,418.01","23,065.00",2019-01-22,50
3,,DKK,DANISH KRONE,"3,590.00","3,463.00",2019-01-22,50
4,"26,102.00",EUR,EURO,"26,910.46","26,233.00",2019-01-22,50
5,"2,038.00",FRF,FRENCH FRANC,"2,058.00","2,044.00",2019-01-22,50
6,"29,561.64",GBP,BRITISH POUND,"30,068.00","29,727.00",2019-01-22,50
7,"2,914.66",HKD,HONGKONG DOLLAR,"2,982.00","2,934.00",2019-01-22,50
8,,INR,INDIAN RUPEE,329.00,313.00,2019-01-22,50
9,204.65,JPY,JAPANESE YEN,213.47,206.72,2019-01-22,50
10,18.36,KRW,SOUTH KOREAN WON,21.44,19.53,2019-01-22,50
11,,NOK,NORWEGIAN KRONER,"2,753.00","2,656.00",2019-01-22,50
12,,SEK,SWEDISH KRONA,"2,612.00","2,523.00",2019-01-22,50
13,"16,863.99",SGD,SINGAPORE DOLLAR,"17,193.00","16,973.00",2019-01-22,50
14,650.00,THB,THAI BAHT,746.00,714.00,2019-01-22,50
15,"23,125.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-22,50
0,"16,408.14",AUD,AUST.DOLLAR,"16,687.46","16,507.18",2019-01-22,24
1,"17,195.78",CAD,CANADIAN DOLLAR,"17,541.46","17,351.95",2019-01-22,24
2,"22,956.90",CHF,SWISS FRANCE,"23,418.01","23,118.73",2019-01-22,24
3,,DKK,DANISH KRONE,"3,587.61","3,478.58",2019-01-22,24
4,"26,175.87",EUR,EURO,"26,910.46","26,254.63",2019-01-22,24
5,"29,561.64",GBP,BRITISH POUND,"30,035.03","29,770.03",2019-01-22,24
6,"2,914.66",HKD,HONGKONG DOLLAR,"2,979.16","2,935.21",2019-01-22,24
7,,INR,INDIAN RUPEE,347.87,333.93,2019-01-22,24
8,204.65,JPY,JAPANESE YEN,212.72,206.72,2019-01-22,24
9,19.21,KRW,SOUTH KOREAN WON,20.85,20.22,2019-01-22,24
10,,KWD,KUWAITI DINAR,"74,808.95","72,532.76",2019-01-22,24
11,,MYR,MALAYSIAN RINGGIT,"5,231.29","5,164.26",2019-01-22,24
12,,NOK,NORWEGIAN KRONER,"2,751.90","2,668.27",2019-01-22,24
13,,SEK,SWEDISH KRONA,"2,606.04","2,542.05",2019-01-22,24
14,"16,863.99",SGD,SINGAPORE DOLLAR,"17,168.35","16,982.87",2019-01-22,24
15,715.62,THB,THAI BAHT,745.47,715.62,2019-01-22,24
16,"23,125.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-22,24
0,,ATS,SCHILING AUSTRIA,988.00,942.00,2019-01-22,48
1,"16,398.14",AUD,AUST.DOLLAR,"16,697.46","16,497.18",2019-01-22,48
2,,BEF,BELGIAN FRANCE,337.00,321.00,2019-01-22,48
3,"17,185.78",CAD,CANADIAN DOLLAR,"17,551.46","17,341.95",2019-01-22,48
4,"22,946.90",CHF,SWISS FRANCE,"23,428.01","23,108.73",2019-01-22,48
5,"6,560.35",DEM,DEUTSCHE MARK,"6,699.56","6,606.60",2019-01-22,48
6,,DKK,DANISH KRONE,"3,590.61","3,475.58",2019-01-22,48
7,"26,165.87",EUR,EURO,"26,920.46","26,244.63",2019-01-22,48
8,,FIM,FINNISH MARK,"2,287.00","2,200.00",2019-01-22,48
9,"1,956.06",FRF,FRENCH FRANC,"1,997.57","1,969.85",2019-01-22,48
10,"29,561.64",GBP,BRITISH POUND,"30,045.03","29,760.03",2019-01-22,48
11,"2,911.66",HKD,HONGKONG DOLLAR,"2,982.16","2,932.21",2019-01-22,48
12,,INR,INDIAN RUPEE,361.89,344.29,2019-01-22,48
13,,ITL,ITALIAN LIRA,7.02,6.69,2019-01-22,48
14,203.65,JPY,JAPANESE YEN,213.72,205.72,2019-01-22,48
15,18.91,KRW,SOUTH KOREAN WON,21.15,19.92,2019-01-22,48
16,,KWD,KUWAITI DINAR,"62,850.73","60,929.17",2019-01-22,48
17,,MYR,MALAYSIAN RINGGIT,"5,036.17","4,901.77",2019-01-22,48
18,,NLG,DUTCH GUILDE,"6,171.00","5,937.00",2019-01-22,48
19,,NOK,NORWEGIAN KRONER,"2,754.90","2,665.27",2019-01-22,48
20,,SEK,SWEDISH KRONA,"2,609.04","2,539.05",2019-01-22,48
21,"16,855.99",SGD,SINGAPORE DOLLAR,"17,176.35","16,974.87",2019-01-22,48
22,711.11,THB,THAI BAHT,750.92,712.11,2019-01-22,48
23,"23,135.00",USD,US DOLLAR,"23,245.00","23,145.00",2019-01-22,48
0,"16,268.14",AUD,AUST.DOLLAR,"16,694.46","16,457.18",2019-01-22,5
1,"17,055.78",CAD,CANADIAN DOLLAR,"17,548.46","17,301.95",2019-01-22,5
2,"22,816.90",CHF,SWISS FRANCE,"23,425.01","23,068.73",2019-01-22,5
3,,DKK,DANISH KRONE,"3,591.61","3,443.58",2019-01-22,5
4,"26,115.87",EUR,EURO,"26,917.46","26,194.63",2019-01-22,5
5,"29,411.64",GBP,BRITISH POUND,"30,042.03","29,710.03",2019-01-22,5
6,"2,879.66",HKD,HONGKONG DOLLAR,"2,983.16","2,900.21",2019-01-22,5
7,203.65,JPY,JAPANESE YEN,213.72,205.72,2019-01-22,5
8,19.21,KRW,SOUTH KOREAN WON,21.85,19.22,2019-01-22,5
9,,KWD,KUWAITI DINAR,"56,002.94","54,880.26",2019-01-22,5
10,,NOK,NORWEGIAN KRONER,"2,755.90","2,633.27",2019-01-22,5
