,Buy,Currency Code,Currency Name,Sell,Transfer,date,branchID
0,"16,468.00",AUD,AUST.DOLLAR,"16,789.00","16,567.00",2019-01-19,15
1,"17,201.00",CAD,CANADIAN DOLLAR,"17,588.00","17,358.00",2019-01-19,15
2,"23,017.00",CHF,SWISS FRANCE,"23,521.00","23,180.00",2019-01-19,15
3,,DKK,DANISH KRONE,"3,611.00","3,471.00",2019-01-19,15
4,"26,211.00",EUR,EURO,"26,987.00","26,290.00",2019-01-19,15
5,"29,736.00",GBP,BRITISH POUND,"30,253.00","29,946.00",2019-01-19,15
6,"2,900.00",HKD,HONGKONG DOLLAR,"2,995.00","2,921.00",2019-01-19,15
7,,INR,INDIAN RUPEE,354.00,310.00,2019-01-19,15
8,204.00,JPY,JAPANESE YEN,225.00,205.00,2019-01-19,15
9,,KRW,SOUTH KOREAN WON,25.00,16.00,2019-01-19,15
10,,KWD,KUWAITI DINAR,"79,446.00","76,417.00",2019-01-19,15
11,,MYR,MALAYSIAN RINGGIT,"5,696.00","5,593.00",2019-01-19,15
12,,NOK,NORWEGIAN KRONER,"2,772.00","2,658.00",2019-01-19,15
13,,SEK,SWEDISH KRONA,"2,621.00","2,527.00",2019-01-19,15
14,"16,886.00",SGD,SINGAPORE DOLLAR,"17,231.00","17,005.00",2019-01-19,15
15,710.00,THB,THAI BAHT,752.00,710.00,2019-01-19,15
16,"23,145.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-19,15
0,"16,463.40",AUD,AUST.DOLLAR,"16,774.10","16,567.93",2019-01-19,61
1,"17,196.69",CAD,CANADIAN DOLLAR,"17,572.88","17,358.09",2019-01-19,61
2,"23,012.77",CHF,SWISS FRANCE,"23,505.50","23,180.17",2019-01-19,61
3,,DEM,DEUTSCHE MARK,"7,631.17","7,525.08",2019-01-19,61
4,,DKK,DANISH KRONE,"3,596.16","3,486.86",2019-01-19,61
5,"26,206.14",EUR,EURO,"26,972.28","26,290.07",2019-01-19,61
6,,FRF,FRENCH FRANC,"2,275.34","2,243.71",2019-01-19,61
7,"29,731.60",GBP,BRITISH POUND,"30,238.10","29,946.36",2019-01-19,61
8,"2,911.56",HKD,HONGKONG DOLLAR,"2,984.07","2,932.11",2019-01-19,61
9,,INR,INDIAN RUPEE,338.78,325.99,2019-01-19,61
10,204.08,JPY,JAPANESE YEN,219.45,210.69,2019-01-19,61
11,19.10,KRW,SOUTH KOREAN WON,21.26,20.12,2019-01-19,61
12,,KWD,KUWAITI DINAR,"55,957.50","54,832.30",2019-01-19,61
13,,MYR,MALAYSIAN RINGGIT,"5,681.29","5,608.68",2019-01-19,61
14,,NOK,NORWEGIAN KRONER,"2,756.86","2,673.07",2019-01-19,61
15,,SEK,SWEDISH KRONA,"2,606.16","2,542.16",2019-01-19,61
16,"16,881.30",SGD,SINGAPORE DOLLAR,"17,216.42","17,005.48",2019-01-19,61
17,716.52,THB,THAI BAHT,746.41,716.52,2019-01-19,61
18,"23,125.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-19,61
0,"16,473.40",AUD,AUST.DOLLAR,"16,805.00","16,587.93",2019-01-19,84
1,"17,206.69",CAD,CANADIAN DOLLAR,"17,588.00","17,337.00",2019-01-19,84
2,"22,999.00",CHF,SWISS FRANCE,"23,500.50","23,135.00",2019-01-19,84
3,,DKK,DANISH KRONE,"3,597.00","3,470.00",2019-01-19,84
4,"26,146.00",EUR,EURO,"26,967.28","26,277.00",2019-01-19,84
5,,FRF,FRENCH FRANC,,"101,201.05",2019-01-19,84
6,"29,736.60",GBP,BRITISH POUND,"30,266.00","29,923.00",2019-01-19,84
7,"2,915.56",HKD,HONGKONG DOLLAR,"2,983.00","2,935.00",2019-01-19,84
8,209.02,JPY,JAPANESE YEN,219.45,210.07,2019-01-19,84
9,18.50,KRW,SOUTH KOREAN WON,21.61,19.68,2019-01-19,84
10,,NLG,DUTCH GUILDE,,"33,998.84",2019-01-19,84
11,,NOK,NORWEGIAN KRONER,"2,758.00","2,661.00",2019-01-19,84
12,,SEK,SWEDISH KRONA,"2,611.00","2,522.00",2019-01-19,84
13,"16,906.30",SGD,SINGAPORE DOLLAR,"17,234.00","17,013.00",2019-01-19,84
14,652.00,THB,THAI BAHT,748.00,716.00,2019-01-19,84
15,"23,155.00",USD,US DOLLAR,"23,245.00","23,155.00",2019-01-19,84
0,"16,488.40",AUD,AUST.DOLLAR,"16,769.10","16,587.93",2019-01-19,73
1,"17,221.69",CAD,CANADIAN DOLLAR,"17,567.88","17,378.09",2019-01-19,73
2,"23,037.77",CHF,SWISS FRANCE,"23,500.50","23,200.17",2019-01-19,73
3,,DKK,DANISH KRONE,"3,596.16","3,486.86",2019-01-19,73
4,"26,231.14",EUR,EURO,"26,967.28","26,310.07",2019-01-19,73
5,"29,756.60",GBP,BRITISH POUND,"30,233.10","29,966.36",2019-01-19,73
6,"2,915.56",HKD,HONGKONG DOLLAR,"2,980.07","2,936.11",2019-01-19,73
