,Buy,Currency Code,Currency Name,Sell,Transfer,date,branchID
0,"16,101.00",AUD,AUST.DOLLAR,"16,416.00","16,198.00",2019-03-11,15
1,"17,011.00",CAD,CANADIAN DOLLAR,"17,394.00","17,166.00",2019-03-11,15
2,"22,690.00",CHF,SWISS FRANCE,"23,187.00","22,851.00",2019-03-11,15
3,,DKK,DANISH KRONE,"3,562.00","3,423.00",2019-03-11,15
4,"25,838.00",EUR,EURO,"26,604.00","25,915.00",2019-03-11,15
5,"29,727.00",GBP,BRITISH POUND,"30,244.00","29,937.00",2019-03-11,15
6,"2,898.00",HKD,HONGKONG DOLLAR,"2,993.00","2,918.00",2019-03-11,15
7,,INR,INDIAN RUPEE,359.00,315.00,2019-03-11,15
8,197.00,JPY,JAPANESE YEN,216.00,198.00,2019-03-11,15
9,,KRW,SOUTH KOREAN WON,25.00,16.00,2019-03-11,15
10,,KWD,KUWAITI DINAR,"79,159.00","76,140.00",2019-03-11,15
11,,MYR,MALAYSIAN RINGGIT,"5,730.00","5,626.00",2019-03-11,15
12,,NOK,NORWEGIAN KRONER,"2,709.00","2,597.00",2019-03-11,15
13,,SEK,SWEDISH KRONA,"2,507.00","2,416.00",2019-03-11,15
14,"16,836.00",SGD,SINGAPORE DOLLAR,"17,181.00","16,955.00",2019-03-11,15
15,710.00,THB,THAI BAHT,753.00,710.00,2019-03-11,15
16,"23,140.00",USD,US DOLLAR,"23,250.00","23,150.00",2019-03-11,15
0,"16,096.44",AUD,AUST.DOLLAR,"16,400.88","16,198.75",2019-03-11,61
1,"17,006.84",CAD,CANADIAN DOLLAR,"17,379.22","17,166.52",2019-03-11,61
2,"22,685.91",CHF,SWISS FRANCE,"23,172.08","22,851.01",2019-03-11,61
3,,DEM,DEUTSCHE MARK,"7,631.17","7,525.08",2019-03-11,61
4,,DKK,DANISH KRONE,"3,546.68","3,438.89",2019-03-11,61
5,"25,833.08",EUR,EURO,"26,588.76","25,915.89",2019-03-11,61
6,,FRF,FRENCH FRANC,"2,275.34","2,243.71",2019-03-11,61
7,"29,722.42",GBP,BRITISH POUND,"30,228.78","29,937.12",2019-03-11,61
