,Buy,Currency Code,Currency Name,Sell,Transfer,date,branchID
0,"16,259.00",AUD,AUST.DOLLAR,"16,577.00","16,358.00",2019-02-21,15
1,"17,316.00",CAD,CANADIAN DOLLAR,"17,705.00","17,473.00",2019-02-21,15
2,"22,850.00",CHF,SWISS FRANCE,"23,350.00","23,011.00",2019-02-21,15
3,,DKK,DANISH KRONE,"3,597.00","3,458.00",2019-02-21,15
4,"26,093.00",EUR,EURO,"26,866.00","26,172.00",2019-02-21,15
5,"29,877.00",GBP,BRITISH POUND,"30,397.00","30,088.00",2019-02-21,15
6,"2,900.00",HKD,HONGKONG DOLLAR,"2,995.00","2,920.00",2019-02-21,15
7,,INR,INDIAN RUPEE,353.00,310.00,2019-02-21,15
8,197.00,JPY,JAPANESE YEN,217.00,198.00,2019-02-21,15
9,,KRW,SOUTH KOREAN WON,25.00,16.00,2019-02-21,15
10,,KWD,KUWAITI DINAR,"79,271.00","76,248.00",2019-02-21,15
11,,MYR,MALAYSIAN RINGGIT,"5,752.00","5,648.00",2019-02-21,15
12,,NOK,NORWEGIAN KRONER,"2,752.00","2,638.00",2019-02-21,15
13,,SEK,SWEDISH KRONA,"2,533.00","2,441.00",2019-02-21,15
14,"16,927.00",SGD,SINGAPORE DOLLAR,"17,273.00","17,046.00",2019-02-21,15
15,723.00,THB,THAI BAHT,766.00,723.00,2019-02-21,15
16,"23,150.00",USD,US DOLLAR,"23,260.00","23,160.00",2019-02-21,15
0,"16,465.70",AUD,AUST.DOLLAR,"16,776.43","16,570.24",2019-02-21,61
1,"17,343.19",CAD,CANADIAN DOLLAR,"17,722.33","17,505.92",2019-02-21,61
2,"22,867.62",CHF,SWISS FRANCE,"23,357.44","23,034.00",2019-02-21,61
3,,DEM,DEUTSCHE MARK,"7,631.17","7,525.08",2019-02-21,61
4,,DKK,DANISH KRONE,"3,582.00","3,473.13",2019-02-21,61
5,"26,091.00",EUR,EURO,"26,853.91","26,174.58",2019-02-21,61
6,,FRF,FRENCH FRANC,"2,275.34","2,243.71",2019-02-21,61
7,"29,885.26",GBP,BRITISH POUND,"30,394.23","30,101.11",2019-02-21,61
8,"2,909.74",HKD,HONGKONG DOLLAR,"2,982.21","2,930.28",2019-02-21,61
9,,INR,INDIAN RUPEE,338.54,325.76,2019-02-21,61
10,197.60,JPY,JAPANESE YEN,210.58,204.15,2019-02-21,61
11,18.96,KRW,SOUTH KOREAN WON,21.31,19.97,2019-02-21,61
12,,KWD,KUWAITI DINAR,"55,957.50","54,832.30",2019-02-21,61
13,,MYR,MALAYSIAN RINGGIT,"5,744.18","5,670.77",2019-02-21,61
14,,NOK,NORWEGIAN KRONER,"2,743.54","2,660.16",2019-02-21,61
15,,SEK,SWEDISH KRONA,"2,522.62","2,460.67",2019-02-21,61
16,"16,936.36",SGD,SINGAPORE DOLLAR,"17,272.48","17,060.93",2019-02-21,61
17,731.04,THB,THAI BAHT,761.53,731.04,2019-02-21,61
18,"23,120.00",USD,US DOLLAR,"23,250.00","23,150.00",2019-02-21,61
0,"16,264.00",AUD,AUST.DOLLAR,"16,565.00","16,361.00",2019-02-21,84
1,"17,321.18",CAD,CANADIAN DOLLAR,"17,689.00","17,444.00",2019-02-21,84
2,"22,850.47",CHF,SWISS FRANCE,"23,351.00","22,993.00",2019-02-21,84
3,,DKK,DANISH KRONE,"3,581.91","3,450.00",2019-02-21,84
4,"26,018.00",EUR,EURO,"26,846.27","26,149.00",2019-02-21,84
5,,FRF,FRENCH FRANC,,"101,201.05",2019-02-21,84
6,"29,877.92",GBP,BRITISH POUND,"30,398.00","30,067.00",2019-02-21,84
7,"2,915.22",HKD,HONGKONG DOLLAR,"2,982.00","2,933.00",2019-02-21,84
8,202.52,JPY,JAPANESE YEN,210.90,204.52,2019-02-21,84
9,18.42,KRW,SOUTH KOREAN WON,21.51,19.60,2019-02-21,84
10,,NLG,DUTCH GUILDE,,"33,998.84",2019-02-21,84
11,,NOK,NORWEGIAN KRONER,"2,736.76","2,640.00",2019-02-21,84
12,,SEK,SWEDISH KRONA,"2,524.00","2,439.00",2019-02-21,84
13,"16,947.35",SGD,SINGAPORE DOLLAR,"17,273.00","17,051.00",2019-02-21,84
14,662.00,THB,THAI BAHT,760.00,728.00,2019-02-21,84
15,"23,160.00",USD,US DOLLAR,"23,260.00","23,160.00",2019-02-21,84
0,"16,279.83",AUD,AUST.DOLLAR,"16,556.96","16,378.10",2019-02-21,73
1,"17,336.18",CAD,CANADIAN DOLLAR,"17,684.66","17,493.62",2019-02-21,73
2,"22,870.47",CHF,SWISS FRANCE,"23,329.83","23,031.69",2019-02-21,73
3,,DKK,DANISH KRONE,"3,581.91","3,473.04",2019-02-21,73
4,"26,113.43",EUR,EURO,"26,846.27","26,192.01",2019-02-21,73
5,"29,897.92",GBP,BRITISH POUND,"30,376.68","30,108.68",2019-02-21,73
6,"2,915.22",HKD,HONGKONG DOLLAR,"2,979.72","2,935.77",2019-02-21,73
7,,INR,INDIAN RUPEE,338.12,325.35,2019-02-21,73
8,202.52,JPY,JAPANESE YEN,210.50,204.57,2019-02-21,73
9,19.22,KRW,SOUTH KOREAN WON,21.08,20.23,2019-02-21,73
10,,KWD,KUWAITI DINAR,"79,256.18","76,263.81",2019-02-21,73
11,,MYR,MALAYSIAN RINGGIT,"5,736.78","5,663.47",2019-02-21,73
12,,NOK,NORWEGIAN KRONER,"2,736.76","2,653.58",2019-02-21,73
13,,SEK,SWEDISH KRONA,"2,518.43","2,456.59",2019-02-21,73
14,"16,947.35",SGD,SINGAPORE DOLLAR,"17,253.20","17,066.82",2019-02-21,73
15,729.24,THB,THAI BAHT,759.66,729.24,2019-02-21,73
16,"23,160.00",USD,US DOLLAR,"23,260.00","23,160.00",2019-02-21,73
0,"16,269.83",AUD,AUST.DOLLAR,"16,561.96","16,373.10",2019-02-21,105
1,"17,326.18",CAD,CANADIAN DOLLAR,"17,689.66","17,488.62",2019-02-21,105
2,"22,860.47",CHF,SWISS FRANCE,"23,334.83","23,026.69",2019-02-21,105
3,,DKK,DANISH KRONE,"3,581.91","3,473.04",2019-02-21,105
4,"26,103.43",EUR,EURO,"26,851.27","26,187.01",2019-02-21,105
5,"29,887.92",GBP,BRITISH POUND,"30,381.68","30,103.68",2019-02-21,105
6,"2,905.22",HKD,HONGKONG DOLLAR,"2,984.72","2,930.77",2019-02-21,105
7,,INR,INDIAN RUPEE,338.12,325.35,2019-02-21,105
8,200.52,JPY,JAPANESE YEN,212.50,202.57,2019-02-21,105
9,19.22,KRW,SOUTH KOREAN WON,21.08,20.23,2019-02-21,105
10,,KWD,KUWAITI DINAR,"78,809.74","75,832.98",2019-02-21,105
11,,MYR,MALAYSIAN RINGGIT,"5,892.68","5,817.28",2019-02-21,105
12,,NOK,NORWEGIAN KRONER,"2,736.76","2,653.58",2019-02-21,105
13,,SEK,SWEDISH KRONA,"2,518.43","2,456.59",2019-02-21,105
14,"16,937.35",SGD,SINGAPORE DOLLAR,"17,258.20","17,061.82",2019-02-21,105
15,709.24,THB,THAI BAHT,764.66,724.24,2019-02-21,105
16,"23,160.00",USD,US DOLLAR,"23,260.00","23,160.00",2019-02-21,105
0,,ATS,SCHILING AUSTRIA,969.13,955.69,2019-02-21,64
1,"16,440.45",AUD,AUST.DOLLAR,"16,720.32","16,539.69",2019-02-21,64
2,"17,379.63",CAD,CANADIAN DOLLAR,"17,729.00","17,537.47",2019-02-21,64
3,"22,886.47",CHF,SWISS FRANCE,"23,346.15","23,047.80",2019-02-21,64
4,,DKK,DANISH KRONE,"3,585.99","3,477.01",2019-02-21,64
5,"26,143.38",EUR,EURO,"26,877.06","26,222.05",2019-02-21,64
