"Một số chỉ tiêu chủ yếu về tài khoản quốc gia chia theo Chỉ tiêu và Năm"

" ";"2000";"2001";"2002";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"Sơ bộ 2017"
"Tổng sản phẩm trong nước theo giá thực tế - Tỷ đồng";441646.00;481295.00;535762.00;1809149.00;2157828.00;2779880.00;3245419.00;3584262.00;3937856.00;4192862.00;4502733.00;5005975.00
"Tổng sản phẩm trong nước bình quân đầu người theo giá thực tế - Nội tệ - Nghìn đồng";5689.00;6117.00;6720.00;19278.00;24818.00;31640.00;36544.00;39932.00;43402.00;45719.00;48577.00;53442.00
"Tổng sản phẩm trong nước bình quân đầu người theo giá thực tế - Ngoại tệ (theo tỷ giá hối đoái bình quân) - USD";402.00;..;440.00;1064.00;1273.00;1517.00;1748.00;1907.00;2052.00;2109.00;2215.00;2389.00
"Tích luỹ tài sản theo giá thực tế - Tỷ đồng";130771.00;150033.00;177983.00;632326.00;770211.00;827032.00;884160.00;956124.00;1056632.00;1160447.00;1196739.00;1330694.00
"Tiêu dùng cuối cùng theo giá thực tế - Tỷ đồng";321853.00;342607.00;382137.00;1206819.00;1565602.00;2008700.00;2285623.00;2566803.00;2838048.00;3115085.00;3379404.00;3731554.00
"Xuất khẩu hàng hoá và dịch vụ theo giá thực tế - Tỷ đồng";243049.00;262846.00;304262.00;1132688.00;1553687.00;2206971.00;2597264.00;2997380.00;3402495.00;3764320.00;4215636.00;5085742.00
"Nhập khẩu hàng hoá và dịch vụ theo giá thực tế - Tỷ đồng";253927.00;273828.00;331946.00;1304350.00;1730902.00;2321858.00;2483567.00;2920030.00;3273530.00;3731151.00;4100294.00;4945460.00
"Tổng thu nhập quốc gia theo giá thực tế - Tỷ đồng";435319.00;474855.00;527056.00;1580461.00;2075578.00;2660076.00;3115227.00;3430668.00;3750823.00;3977609.00;4314321.00;4764958.00
"Tổng sản phẩm trong nước theo giá so sánh 2010 - Tỷ đồng";..;..;..;2027591.00;2157828.00;2292483.00;2412778.00;2543596.00;2695796.00;2875856.00;3054470.00;3262548.00
"Tốc độ tãng tổng sản phẩm trong nước theo giá so sánh 2010 (Nãm trước = 100) - %";..;..;..;5.00;6.00;6.00;5.00;5.00;6.00;7.00;6.00;7.00
"Tỷ lệ tích luỹ tài sản so với GDP (Giá thực tế) - %";30.00;31.00;33.00;38.00;36.00;30.00;27.00;27.00;27.00;28.00;27.00;27.00
"Tài sản cố định so với GDP (Giá thực tế) - %";28.00;29.00;31.00;35.00;33.00;27.00;24.00;24.00;24.00;25.00;24.00;24.00
"Tỷ lệ tiêu dùng cuối cùng so với GDP (Giá thực tế) - %";73.00;71.00;71.00;73.00;73.00;72.00;70.00;72.00;72.00;74.00;75.00;75.00
"Tỷ lệ xuất khẩu hàng hoá và dịch vụ so với GDP (Giá thực tế) - %";55.00;55.00;57.00;68.00;72.00;79.00;80.00;84.00;86.00;90.00;94.00;102.00
"Tỷ lệ nhập khẩu hàng hoá và dịch vụ so với GDP (Giá thực tế) - %";58.00;57.00;62.00;79.00;80.00;84.00;77.00;81.00;83.00;89.00;91.00;99.00
"Tỷ lệ tổng thu nhập quốc gia so với GDP (Giá thực tế) - %";99.00;99.00;98.00;95.00;96.00;96.00;96.00;96.00;95.00;95.00;96.00;95.00

